origin_root,relative_path,path,category,size_bytes,description,schema_preview,aggregate_metrics_only,per_epoch_metrics,per_sample_predictions,saved_model_inference,explainability_analyses
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\hybrid_vit\kt\trial_0089\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\hybrid_vit\kt\trial_0089\model_step_0.keras,saved_model,4495964,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0000\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0000\exec_0\best.keras,saved_model,12324506,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0000\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0000\model_step_0.keras,saved_model,12324506,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0001\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0001\exec_0\best.keras,saved_model,6832546,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0001\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0001\model_step_0.keras,saved_model,6832546,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0002\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0002\exec_0\best.keras,saved_model,12324559,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0002\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0002\model_step_0.keras,saved_model,12324559,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0003\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0003\exec_0\best.keras,saved_model,3625596,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0003\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0003\model_step_0.keras,saved_model,3625596,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0004\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0004\exec_0\best.keras,saved_model,13892965,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0004\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0004\model_step_0.keras,saved_model,13892965,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0005\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0005\exec_0\best.keras,saved_model,5652738,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0005\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0005\model_step_0.keras,saved_model,5652738,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0006\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0006\exec_0\best.keras,saved_model,2394528,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0006\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0006\model_step_0.keras,saved_model,2394528,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0007\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0007\exec_0\best.keras,saved_model,8861724,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0007\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0007\model_step_0.keras,saved_model,8861724,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0008\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0008\exec_0\best.keras,saved_model,11472460,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0008\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0008\model_step_0.keras,saved_model,11472460,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0009\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0009\exec_0\best.keras,saved_model,24218057,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0009\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0009\model_step_0.keras,saved_model,24218057,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0010\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0010\exec_0\best.keras,saved_model,13214294,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0010\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0010\model_step_0.keras,saved_model,13214294,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0011\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0011\exec_0\best.keras,saved_model,13312999,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0011\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0011\model_step_0.keras,saved_model,13312999,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0012\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0012\exec_0\best.keras,saved_model,4161281,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0012\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0012\model_step_0.keras,saved_model,4161281,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0013\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0013\exec_0\best.keras,saved_model,17865681,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0013\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0013\model_step_0.keras,saved_model,17865681,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0014\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0014\exec_0\best.keras,saved_model,8428545,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0014\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0014\model_step_0.keras,saved_model,8428545,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0015\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0015\exec_0\best.keras,saved_model,7835863,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0015\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0015\model_step_0.keras,saved_model,7835863,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0016\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0016\exec_0\best.keras,saved_model,19829569,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0016\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0016\model_step_0.keras,saved_model,19829569,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0017\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0017\exec_0\best.keras,saved_model,15612586,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0017\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0017\model_step_0.keras,saved_model,15612586,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0018\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0018\exec_0\best.keras,saved_model,5965654,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0018\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0018\model_step_0.keras,saved_model,5965654,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0019\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0019\exec_0\best.keras,saved_model,15353954,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0019\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0019\model_step_0.keras,saved_model,15353954,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0020\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0020\exec_0\best.keras,saved_model,11532069,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0020\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0020\model_step_0.keras,saved_model,11532069,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0021\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0021\exec_0\best.keras,saved_model,17064014,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0021\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0021\model_step_0.keras,saved_model,17064014,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0022\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0022\exec_0\best.keras,saved_model,10448979,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0022\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0022\model_step_0.keras,saved_model,10448979,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0023\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0023\exec_0\best.keras,saved_model,8337269,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0023\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0023\model_step_0.keras,saved_model,8337269,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0024\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0024\exec_0\best.keras,saved_model,12229963,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0024\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0024\model_step_0.keras,saved_model,12229963,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0025\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0025\exec_0\best.keras,saved_model,24218173,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0025\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0025\model_step_0.keras,saved_model,24218173,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0026\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0026\exec_0\best.keras,saved_model,5858951,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0026\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0026\model_step_0.keras,saved_model,5858951,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0027\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0027\exec_0\best.keras,saved_model,11076214,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0027\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0027\model_step_0.keras,saved_model,11076214,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0028\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0028\exec_0\best.keras,saved_model,14029043,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0028\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0028\model_step_0.keras,saved_model,14029043,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0029\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0029\exec_0\best.keras,saved_model,9902627,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0029\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0029\model_step_0.keras,saved_model,9902627,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0030\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0030\exec_0\best.keras,saved_model,13250452,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0030\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0030\model_step_0.keras,saved_model,13250452,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0031\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0031\exec_0\best.keras,saved_model,16603469,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0031\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0031\model_step_0.keras,saved_model,16603469,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0032\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0032\exec_0\best.keras,saved_model,15431146,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0032\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0032\model_step_0.keras,saved_model,15431146,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0033\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0033\exec_0\best.keras,saved_model,2869617,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0033\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0033\model_step_0.keras,saved_model,2869617,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0034\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0034\exec_0\best.keras,saved_model,14029043,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0034\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0034\model_step_0.keras,saved_model,14029043,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0035\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0035\exec_0\best.keras,saved_model,11076214,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0035\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0035\model_step_0.keras,saved_model,11076214,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0036\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0036\exec_0\best.keras,saved_model,12324645,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0036\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0036\model_step_0.keras,saved_model,12324645,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0037\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0037\exec_0\best.keras,saved_model,13250452,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0037\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0037\model_step_0.keras,saved_model,13250452,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0038\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0038\exec_0\best.keras,saved_model,15353970,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0038\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0038\model_step_0.keras,saved_model,15353970,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0039\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0039\exec_0\best.keras,saved_model,13893027,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0039\model_step_0.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0039\model_step_0.keras,saved_model,13893027,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\hybrid_vit\kt\trial_0040\exec_0\best.keras,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\hybrid_vit\kt\trial_0040\exec_0\best.keras,saved_model,11532075,Saved Keras/TensorFlow model; supports inference and explainability post-processing.,,False,False,False,True,False
